,Application,branch_misses,cache_misses,cache_references,instructions,cpu_clock,minor_faults,page_faults,task_clock,L1_icache_loads,LLC_loads,branch_load_misses,iTLB_load_misses,iTLB_loads,cpu_branch_misses_,cpu_bus_cycles_,cpu_cache_misses_,cpu_cache_references_,cpu_cpu_cycles_,cpu_instructions_,msr_aperf_,msr_mperf_,msr_tsc_,cpu_ref_cycles_,power_energy_ram_,power_energy_pkg_,total
3856,FT,203273575,177596664,701992218,46077783903.0,323698.37,930868,930840,313226.06,21649148846,4278737315,210829289,94907362,43838350944.0,195256006,185000000000.0,169228147,695791960,199000000000.0,43659145550.0,218420769,203456624,434000000000.0,184000000000.0,24.9,179.57,204.47
3857,FT,171049969,189794218,2297740811,44919655074.0,306443.5,562731,562660,303727.72,25081536163,14897567125,214205638,122033043,46751942691.0,204418340,188000000000.0,180926689,2381641476,203000000000.0,47122030735.0,232476322,217138698,423000000000.0,190000000000.0,19.11,181.69,200.8
3858,FT,535493782,325190405,1513423887,51920439910.0,320500.65,3821,4340,348138.98,32038902281,8918507997,501968457,344513284,48497928947.0,471860114,235000000000.0,447964979,1724066962,255000000000.0,47907422873.0,307798770,289858758,520000000000.0,248000000000.0,29.24,235.24,264.48
3859,FT,120988670,353457109,1303437475,19230439619.0,372684.18,7300,6765,366654.27,10210594993,8610093128,134745606,75581114,21548187229.0,132488365,234000000000.0,264486605,1163067976,252000000000.0,21538980340.0,313557275,292556194,509000000000.0,235000000000.0,34.85,236.41,271.26
3860,FT,127841548,255575971,1143486682,21090540756.0,364670.28,67,67,367394.38,9986878420,8583934437,134401588,75149722,21597756129.0,129966079,237000000000.0,262860421,1179822695,253000000000.0,21544611795.0,316505067,295642564,518000000000.0,237000000000.0,36.02,240.54,276.56
3861,FT,134117077,262669608,1192293609,21989332260.0,370363.19,10,15,367580.25,10171703685,8571019951,135130411,76664523,21601240689.0,131524669,236000000000.0,261963975,1177457205,250000000000.0,21494783769.0,312093030,291295340,510000000000.0,233000000000.0,35.45,236.94,272.39
3862,FT,135363573,261154264,1158615551,21710618469.0,368123.79,3535,3545,368414.55,10604632882,8683832481,138735397,77386840,22061909879.0,136822815,236000000000.0,263888511,1184054617,253000000000.0,21946827001.0,314049043,293011936,514000000000.0,236000000000.0,36.15,239.65,275.8
3863,FT,131957667,261246458,1153291947,21662688761.0,366142.41,84,84,368332.26,10239357951,8619763221,132351985,74457212,21642902088.0,135190403,235000000000.0,262730567,1171062342,252000000000.0,21771315634.0,316332195,295483020,519000000000.0,237000000000.0,36.28,241.87,278.15
3864,FT,136840264,264668959,1175757970,21909996277.0,369153.33,127,128,366737.62,10280124310,8546367263,132391052,75172632,21595739664.0,134446319,231000000000.0,261828655,1160902709,251000000000.0,21525231966.0,313098504,292052642,512000000000.0,233000000000.0,35.24,238.08,273.32
3865,FT,132090202,266262211,1154503821,21520769162.0,367125.09,393,395,369431.42,10280081941,8656172791,134287318,74933321,21964700383.0,136648740,236000000000.0,265671536,1173511841,254000000000.0,21799569947.0,317420093,296298520,517000000000.0,237000000000.0,35.46,241.21,276.67
3866,FT,118275617,284957174,1148944295,20534083208.0,370342.23,18196,18193,368182.5,9530658449,8348609657,107428836,56518792,20506887605.0,107399228,230000000000.0,286140762,1119179649,250000000000.0,19899515585.0,311363480,290534650,511000000000.0,233000000000.0,35.58,236.79,272.37
3867,FT,90947134,312760430,1107740920,19158830527.0,365652.16,443,445,365886.1,8919927533,8209097379,91007700,43424204,19315300213.0,89050743,233000000000.0,310833453,1130153192,253000000000.0,19324411342.0,313696945,293156780,515000000000.0,236000000000.0,35.71,238.73,274.44
3868,FT,88505202,314752343,1135308301,19552327938.0,372160.67,105,103,375958.47,8957181007,8356896846,90809461,44316883,19920223271.0,94546542,240000000000.0,322970599,1141384985,259000000000.0,20137351450.0,323985917,302422610,528000000000.0,243000000000.0,36.95,244.8,281.75
3869,FT,93480151,318403617,1172030719,19874441602.0,374030.2,44,44,370978.46,8896474031,8252888913,87341888,41695103,19429302585.0,89290869,233000000000.0,312173731,1106845708,252000000000.0,19107502799.0,313120620,291766524,511000000000.0,233000000000.0,35.48,236.29,271.77
3870,FT,89400759,311759148,1122908180,19318432112.0,365557.44,18,18,367589.91,8790116922,8195857630,89543389,43253910,19254098040.0,90250602,234000000000.0,312448633,1105554893,252000000000.0,19551826583.0,313468446,292688718,513000000000.0,235000000000.0,35.78,238.27,274.05
3871,FT,88495048,312711157,1121987363,19342939820.0,369448.13,37,37,367795.42,8788338883,8188206272,89248885,43337275,19491706530.0,89788721,235000000000.0,315391027,1124826967,253000000000.0,19532821615.0,315369189,294399378,517000000000.0,237000000000.0,35.96,239.99,275.95
3872,FT,92271342,314445076,1128951793,19428049991.0,368365.58,11,11,367729.05,8811248229,8173316987,89172878,42463841,19024307880.0,89632590,233000000000.0,312923006,1105385018,251000000000.0,19435625747.0,312352378,291372214,511000000000.0,233000000000.0,35.25,236.56,271.81
3873,FT,89623436,312949508,1119664640,19496747669.0,369618.07,4,4,373527.2,9068014181,8349961722,93071124,45621217,20024174594.0,94251055,240000000000.0,324103958,1140397608,260000000000.0,20097549048.0,323237980,302035636,530000000000.0,244000000000.0,36.73,246.47,283.2
3874,FT,93212719,317269620,1128949850,19308496579.0,375814.77,4590,4590,373655.62,9019704329,8299180855,89679207,42560191,19723258529.0,90063511,236000000000.0,318502199,1129244506,255000000000.0,19427252647.0,318475002,297194618,523000000000.0,238000000000.0,36.65,242.53,279.18
3875,FT,92951104,312400955,1149210236,20072508135.0,373538.85,8294,8294,368590.99,9245831318,8241945402,94094103,59530045,19847417112.0,94381869,232000000000.0,305479577,1128871164,247000000000.0,20055448465.0,306440261,285083134,500000000000.0,227000000000.0,34.28,231.67,265.95
3876,FT,276389192,223808984,1462543177,35968086797.0,342706.18,11991,11991,321287.83,27378406680,9069468270,275541056,483562946,35074230010.0,275249678,203000000000.0,186632357,1361247665,216000000000.0,34495213174.0,244095270,225523116,418000000000.0,193000000000.0,27.21,186.97,214.18
3877,FT,170405457,99274819,1305333172,40208218206.0,304055.42,2691568,2706660,318202.0,20477277303,9113522572,167833641,230242433,44190195871.0,163805138,207000000000.0,117269147,1472557518,221000000000.0,44375762036.0,249295622,234121692,463000000000.0,213000000000.0,25.93,215.12,241.05
3878,FT,173825988,168600311,1720075102,49209736983.0,332972.88,3030401,3029266,334116.19,21032075544,11450259748,172064630,172457974,48205175053.0,170787761,220000000000.0,179682575,1730161353,236000000000.0,48095621454.0,269523147,252112154,477000000000.0,222000000000.0,31.5,226.36,257.86
